"churn","monthly_bill","gender","millenial","clanmembership","platformsince","avatar","internet_connect","extrapro_account","contract_length","customer_support","payment_type"
"No",98.65,"Male","Gen Z","Yes",71,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",112.6,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",20.6,"Male","Gen Z","Yes",33,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"Yes",85.65,"Male","Gen Z","No",2,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",35.75,"Male","Gen Z","No",24,"No","DSL_16MB/S","No","Two year","No","PrePaid"
"No",99.75,"Female","Gen Z","Yes",56,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",25.35,"Male","Gen Z","No",1,"No","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",104.95,"Female","Gen Z","Yes",25,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",86.75,"Male","Gen Z","No",17,"Yes","Fiber optic","Yes","One year","No","Electronic check"
"No",86.2,"Female","Gen Z","Yes",41,"Yes","Fiber optic","No","One year","Yes","Bank transfer (automatic)"
"Yes",50.65,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",90.85,"Male","Gen Z","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",108.1,"Male","Gen Z","No",48,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",19.95,"Male","Millenial","Yes",11,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",54.75,"Female","Gen Z","No",42,"No","DSL_16MB/S","No","One year","Yes","Electronic check"
"No",90.4,"Male","Gen Z","No",44,"Yes","Fiber optic","Yes","Month-to-month","Yes","PrePaid"
"No",44,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",95.6,"Female","Gen Z","No",27,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",95.05,"Female","Millenial","Yes",42,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",90.05,"Female","Gen Z","No",66,"Yes","DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"Yes",73.95,"Female","Gen Z","No",34,"Yes","Fiber optic","No","Month-to-month","Yes","Credit card (automatic)"
"No",54.6,"Male","Millenial","No",33,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",20.05,"Female","Gen Z","Yes",23,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",20.05,"Female","Gen Z","No",11,"Yes","Base DSL_16MB/S","No","One year","No","Credit card (automatic)"
"Yes",99.45,"Male","Gen Z","Yes",69,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",19.7,"Male","Gen Z","No",20,"Yes","Base DSL_16MB/S","No","Two year","Yes","PrePaid"
"No",19.8,"Male","Gen Z","No",72,"Yes","Base DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",93.95,"Male","Millenial","Yes",32,"Yes","Fiber optic","No","Month-to-month","Yes","PrePaid"
"Yes",19.9,"Female","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",19.6,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",24.45,"Female","Gen Z","Yes",46,"Yes","Base DSL_16MB/S","Yes","One year","Yes","Bank transfer (automatic)"
"No",74.95,"Female","Gen Z","Yes",29,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",87.35,"Male","Gen Z","No",51,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",24.8,"Female","Gen Z","Yes",40,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","PrePaid"
"Yes",83.3,"Female","Gen Z","Yes",22,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"Yes",75.3,"Female","Millenial","No",1,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",25.7,"Male","Gen Z","Yes",44,"Yes","Base DSL_16MB/S","Yes","One year","No","PrePaid"
"No",40.7,"Female","Gen Z","No",10,"No","DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"No",105.1,"Male","Millenial","Yes",52,"Yes","Fiber optic","Yes","One year","Yes","Bank transfer (automatic)"
"No",58.25,"Female","Gen Z","Yes",68,"Yes","DSL_16MB/S","Yes","One year","No","Bank transfer (automatic)"
"No",65.2,"Female","Gen Z","Yes",72,"No","DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",53.45,"Male","Gen Z","No",2,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",19.75,"Male","Gen Z","Yes",41,"Yes","Base DSL_16MB/S","No","Two year","Yes","Electronic check"
"No",44.45,"Female","Gen Z","No",26,"No","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",20.85,"Male","Gen Z","Yes",36,"Yes","Base DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",114.05,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",89.85,"Male","Gen Z","Yes",35,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",55.05,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",112.95,"Female","Gen Z","Yes",16,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",101.55,"Female","Millenial","No",49,"Yes","Fiber optic","Yes","Month-to-month","No","Credit card (automatic)"
"No",114.65,"Female","Gen Z","Yes",54,"Yes","Fiber optic","Yes","One year","Yes","PrePaid"
"No",64.8,"Female","Gen Z","No",18,"Yes","DSL_16MB/S","Yes","Month-to-month","No","Electronic check"
"No",80.4,"Female","Gen Z","Yes",36,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"Yes",105.9,"Female","Gen Z","No",60,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",69.55,"Female","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","No","PrePaid"
"No",25.05,"Female","Gen Z","Yes",52,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"No",94.75,"Male","Gen Z","Yes",8,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",105.5,"Male","Gen Z","Yes",72,"Yes","Fiber optic","No","Two year","No","Bank transfer (automatic)"
"No",60.2,"Male","Gen Z","Yes",60,"No","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",24.4,"Female","Gen Z","Yes",61,"Yes","Base DSL_16MB/S","Yes","Two year","No","PrePaid"
"No",104.15,"Female","Gen Z","No",24,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",80.8,"Female","Gen Z","Yes",30,"Yes","DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",20,"Male","Gen Z","Yes",2,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",75.1,"Male","Gen Z","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",19.65,"Male","Gen Z","No",6,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",69.45,"Female","Gen Z","Yes",24,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",99.8,"Male","Gen Z","No",7,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",116.05,"Male","Millenial","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",40.05,"Male","Gen Z","No",70,"No","DSL_16MB/S","No","Two year","Yes","PrePaid"
"No",89.7,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",19.9,"Female","Gen Z","No",44,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"Yes",55.95,"Female","Gen Z","Yes",13,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"Yes",55,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",70.05,"Male","Gen Z","Yes",9,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",53.6,"Male","Gen Z","Yes",24,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",74.7,"Female","Gen Z","Yes",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",80.25,"Male","Gen Z","No",24,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",76.05,"Male","Millenial","Yes",35,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",96.1,"Male","Gen Z","No",5,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",19.65,"Male","Gen Z","Yes",11,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"Yes",45.3,"Female","Gen Z","Yes",48,"No","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",81.45,"Female","Millenial","No",20,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",83.55,"Female","Gen Z","Yes",8,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",100.15,"Female","Gen Z","No",15,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",88.6,"Male","Gen Z","No",72,"Yes","DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"No",52.55,"Female","Gen Z","Yes",0,"No","DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"Yes",74.35,"Male","Gen Z","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",104.8,"Male","Gen Z","Yes",63,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",59,"Female","Gen Z","No",2,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",74.4,"Female","Gen Z","Yes",2,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",64.05,"Male","Millenial","Yes",61,"Yes","DSL_16MB/S","Yes","One year","No","Bank transfer (automatic)"
"No",20.4,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",43.75,"Male","Gen Z","No",22,"No","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"Yes",28.45,"Female","Millenial","No",5,"No","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"Yes",99.7,"Female","Gen Z","No",12,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",116.25,"Male","Gen Z","No",34,"Yes","Fiber optic","Yes","One year","No","Credit card (automatic)"
"No",80.7,"Female","Millenial","Yes",71,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",65.2,"Female","Gen Z","Yes",70,"Yes","DSL_16MB/S","Yes","One year","No","Bank transfer (automatic)"
"No",84.05,"Female","Gen Z","Yes",52,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",79.45,"Male","Gen Z","No",69,"Yes","DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"Yes",94.1,"Female","Millenial","No",20,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",94.2,"Male","Gen Z","Yes",2,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",80.5,"Female","Gen Z","Yes",6,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",19.85,"Female","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",94.3,"Male","Millenial","Yes",20,"Yes","Fiber optic","No","One year","No","Credit card (automatic)"
"No",106.45,"Male","Gen Z","No",61,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",74.35,"Female","Millenial","Yes",5,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",105.45,"Female","Gen Z","No",56,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",95,"Male","Gen Z","No",30,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"Yes",104.8,"Male","Gen Z","No",40,"Yes","Fiber optic","Yes","Month-to-month","No","Bank transfer (automatic)"
"No",54.3,"Female","Gen Z","No",28,"Yes","DSL_16MB/S","No","One year","No","PrePaid"
"Yes",75.2,"Female","Millenial","Yes",27,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",105.4,"Male","Gen Z","Yes",67,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",51.6,"Male","Millenial","Yes",29,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Electronic check"
"Yes",75.6,"Female","Gen Z","No",23,"Yes","Fiber optic","Yes","Month-to-month","No","Bank transfer (automatic)"
"Yes",100.05,"Male","Gen Z","Yes",34,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",91.25,"Male","Gen Z","No",52,"Yes","Fiber optic","No","One year","No","Electronic check"
"No",115.75,"Male","Millenial","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",94.7,"Male","Gen Z","Yes",58,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",21.1,"Female","Gen Z","Yes",24,"Yes","Base DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",20.05,"Male","Gen Z","Yes",70,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"Yes",85,"Female","Gen Z","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",89.55,"Male","Gen Z","No",12,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",81.55,"Female","Gen Z","Yes",63,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",58.45,"Female","Gen Z","Yes",33,"Yes","DSL_16MB/S","No","One year","Yes","PrePaid"
"No",80.6,"Female","Gen Z","Yes",60,"Yes","DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"No",113.1,"Female","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",58.95,"Female","Gen Z","No",11,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","PrePaid"
"No",19.55,"Female","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",45.55,"Male","Gen Z","No",13,"No","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",78.95,"Male","Gen Z","Yes",34,"Yes","Fiber optic","No","One year","Yes","Bank transfer (automatic)"
"No",101.9,"Male","Millenial","Yes",50,"Yes","Fiber optic","Yes","One year","Yes","Bank transfer (automatic)"
"No",110.3,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",115.6,"Female","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",19.35,"Male","Gen Z","Yes",55,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",25.6,"Female","Gen Z","Yes",23,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"Yes",80.35,"Male","Gen Z","No",32,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",68.75,"Female","Gen Z","Yes",56,"Yes","DSL_16MB/S","Yes","One year","Yes","Bank transfer (automatic)"
"No",19.9,"Female","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"No",70.6,"Male","Gen Z","No",38,"Yes","DSL_16MB/S","No","One year","No","PrePaid"
"No",70.2,"Male","Gen Z","No",11,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",107.25,"Male","Gen Z","Yes",56,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",23.6,"Male","Gen Z","Yes",3,"Yes","Base DSL_16MB/S","Yes","Month-to-month","Yes","PrePaid"
"No",99.5,"Male","Gen Z","Yes",59,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",64.3,"Male","Gen Z","No",7,"Yes","DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"No",70.85,"Male","Gen Z","Yes",71,"Yes","DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",73.5,"Male","Gen Z","Yes",71,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"Yes",100.25,"Female","Gen Z","No",35,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",64.9,"Female","Gen Z","No",11,"Yes","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"Yes",100.3,"Male","Gen Z","Yes",56,"Yes","Fiber optic","Yes","One year","No","Credit card (automatic)"
"No",81.05,"Male","Gen Z","Yes",61,"Yes","DSL_16MB/S","No","Two year","Yes","PrePaid"
"No",98.05,"Male","Gen Z","Yes",31,"Yes","Fiber optic","Yes","One year","No","Bank transfer (automatic)"
"No",70.5,"Male","Gen Z","No",9,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",19.65,"Male","Gen Z","No",2,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",19,"Female","Gen Z","Yes",12,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",75.3,"Female","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","No","PrePaid"
"Yes",89.2,"Female","Millenial","No",4,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",63.25,"Male","Gen Z","No",52,"Yes","DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",20.1,"Male","Gen Z","Yes",5,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",99.15,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Electronic check"
"No",90.4,"Male","Gen Z","Yes",71,"Yes","DSL_16MB/S","Yes","Two year","No","Electronic check"
"No",111.9,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",83.5,"Male","Gen Z","Yes",63,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",84.3,"Male","Gen Z","No",30,"Yes","Fiber optic","No","Month-to-month","Yes","Credit card (automatic)"
"No",45.6,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",54.85,"Male","Gen Z","No",16,"No","DSL_16MB/S","No","Two year","No","PrePaid"
"No",65.55,"Male","Gen Z","No",4,"Yes","DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"No",90.35,"Male","Gen Z","Yes",51,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",74.55,"Male","Gen Z","No",16,"Yes","Fiber optic","No","Month-to-month","Yes","Credit card (automatic)"
"No",19.95,"Male","Gen Z","No",2,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",74.25,"Female","Gen Z","Yes",66,"Yes","Fiber optic","Yes","One year","Yes","Bank transfer (automatic)"
"No",108.65,"Male","Gen Z","No",46,"Yes","Fiber optic","Yes","Two year","No","Electronic check"
"No",109.55,"Female","Gen Z","No",32,"Yes","Fiber optic","Yes","One year","Yes","Bank transfer (automatic)"
"No",86.65,"Male","Gen Z","Yes",72,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",81,"Male","Gen Z","Yes",38,"Yes","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",47.85,"Male","Gen Z","No",51,"Yes","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"No",114.55,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","No","Bank transfer (automatic)"
"Yes",105.25,"Female","Millenial","Yes",65,"Yes","Fiber optic","Yes","Month-to-month","No","Bank transfer (automatic)"
"Yes",29.95,"Male","Gen Z","Yes",9,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",65,"Female","Gen Z","Yes",9,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",109.8,"Female","Millenial","No",44,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",69.5,"Male","Gen Z","No",50,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",48.85,"Female","Gen Z","No",15,"Yes","DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"No",25.25,"Male","Gen Z","No",8,"No","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",102.85,"Female","Millenial","No",66,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",87.55,"Female","Gen Z","No",57,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",78.55,"Female","Gen Z","No",7,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",34.55,"Male","Millenial","Yes",10,"No","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",92.05,"Female","Gen Z","No",62,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",19.7,"Female","Gen Z","No",20,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"Yes",20,"Female","Gen Z","No",7,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"No",95.15,"Female","Gen Z","Yes",25,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",84.25,"Male","Gen Z","Yes",23,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"No",104.6,"Female","Millenial","Yes",66,"Yes","Fiber optic","Yes","One year","No","Credit card (automatic)"
"No",111.65,"Female","Millenial","No",72,"Yes","Fiber optic","Yes","Two year","No","Electronic check"
"Yes",90.05,"Male","Millenial","Yes",49,"Yes","Fiber optic","Yes","Month-to-month","No","Credit card (automatic)"
